Job_ID,Job_Title,Company,Location,Country,Experience_Level,Employment_Type,Work_Mode,Salary_Min,Salary_Max,Salary_Currency,Posted_Date,Industry,Company_Size,Python,SQL,Power_BI,Excel,Tableau,Machine_Learning,Deep_Learning,TensorFlow,PyTorch,AWS,Azure,GCP,Statistics,NLP,Generative_AI,Years_Experience,Education,Job_Description,Average_Salary,Skill_Count
JOB10357,Data Analyst,NVIDIA,Noida,India,Senior,Full Time,On-site,590000,730000,INR,2025-10-20,Manufacturing,1000+,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,10,Master's,"Seeking a Data Analyst to support Manufacturing projects. Key skills include Python, SQL, Power BI, Excel, Statistics. On-site role with senior experience requirements.",660000,5
JOB11632,Data Scientist,JPMorgan Chase,Pune,India,Senior,Full Time,Remote,1100000,1310000,INR,2025-12-12,Technology,201-500,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,5,Bachelor's,"Seeking a Data Scientist to support Technology projects. Key skills include SQL, Power BI, Azure. Remote role with senior experience requirements.",1205000,3
JOB11138,Ai Engineer,IBM,Delhi,Singapore,Mid Level,Full Time,Remote,1080000,1440000,INR,2025-09-30,IT Services,1000+,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,5,Master's,"Seeking a AI Engineer to support IT Services projects. Key skills include Python, Excel, Tableau, Machine Learning. Remote role with mid level experience requirements.",1260000,4
JOB10993,Data Scientist,Walmart Global Tech,Gurgaon,UK,Senior,Contract,Hybrid,1150000,1360000,INR,2025-11-24,E-commerce,51-200,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,6,Bachelor's,"Seeking a Data Scientist to support E-commerce projects. Key skills include SQL, Power BI, Tableau, Machine Learning, Deep Learning, Statistics, NLP. Hybrid role with senior experience requirements.",1255000,7
JOB11494,Data Analyst,NVIDIA,Remote,Germany,Senior,Full Time,Hybrid,770000,960000,INR,2025-12-01,IT Services,51-200,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,10,Master's,"Seeking a Data Analyst to support IT Services projects. Key skills include SQL, Excel, Tableau, GCP, Statistics. Hybrid role with senior experience requirements.",865000,5
JOB10939,Data Analyst,HCLTech,Bangalore,India,Entry Level,Part Time,Hybrid,420000,590000,INR,2026-05-09,Technology,1000+,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include SQL, Power BI, Statistics. Hybrid role with entry level experience requirements.",505000,3
JOB10674,Ai Engineer,Deloitte,Bangalore,India,Entry Level,Full Time,Remote,840000,1240000,INR,2026-05-08,Telecommunications,501-1000,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,1,Bachelor's,"Seeking a AI Engineer to support Telecommunications projects. Key skills include Python, SQL, Excel, AWS, NLP, Generative AI. Remote role with entry level experience requirements.",1040000,6
JOB10954,Ai/Ml Intern,Bosch,Chennai,India,Mid Level,Full Time,Hybrid,180000,260000,INR,2026-05-07,Finance,1000+,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,2,Bachelor's,"Seeking a AI/ML Intern to support Finance projects. Key skills include SQL, Power BI, Machine Learning, TensorFlow, Statistics, Generative AI. Hybrid role with mid level experience requirements.",220000,6
JOB11905,Bi Analyst,JPMorgan Chase,Kolkata,Australia,Entry Level,Full Time,Hybrid,550000,710000,INR,2025-01-21,IT Services,201-500,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,1,Bachelor's,"Seeking a BI Analyst to support IT Services projects. Key skills include Python, SQL, Excel, Machine Learning, GCP, Statistics, NLP. Hybrid role with entry level experience requirements.",630000,8
JOB10581,Machine Learning Engineer,Accenture,Delhi,Canada,Senior,Full Time,Remote,1140000,1550000,INR,2025-01-25,Education,51-200,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,Master's,"Seeking a Machine Learning Engineer to support Education projects. Key skills include Python, Excel, Machine Learning, Deep Learning, TensorFlow. Remote role with senior experience requirements.",1345000,5
JOB11201,Bi Analyst,SAP,Hyderabad,India,Mid Level,Contract,On-site,510000,730000,INR,2025-10-04,Technology,201-500,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,4,Bachelor's,"Seeking a BI Analyst to support Technology projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Machine Learning, AWS. On-site role with mid level experience requirements.",620000,9
JOB10023,Data Scientist,NVIDIA,Remote,USA,Entry Level,Internship,On-site,680000,870000,SGD,2026-01-04,IT Services,201-500,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,1,Bachelor's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, SQL, Power BI, Tableau, AWS, GCP, Statistics. On-site role with entry level experience requirements.",775000,7
JOB10419,Data Engineer,Deloitte,Noida,India,Entry Level,Internship,On-site,690000,990000,INR,2026-03-22,Finance,51-200,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,0,Bachelor's,"Seeking a Data Engineer to support Finance projects. Key skills include Python, SQL, Power BI, Excel, AWS. On-site role with entry level experience requirements.",840000,5
JOB11040,Data Scientist,Capgemini,Ahmedabad,India,Entry Level,Full Time,Hybrid,690000,1060000,INR,2026-04-12,IT Services,1000+,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,1,MBA,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, TensorFlow. Hybrid role with entry level experience requirements.",875000,6
JOB10660,Ai Engineer,Capgemini,Hyderabad,India,Senior,Full Time,Hybrid,1370000,1590000,USD,2026-08-08,Manufacturing,201-500,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,7,Bachelor's,"Seeking a AI Engineer to support Manufacturing projects. Key skills include Python, Power BI, Tableau, Deep Learning, TensorFlow, PyTorch, GCP. Hybrid role with senior experience requirements.",1480000,7
JOB11868,Data Analyst,Walmart Global Tech,Ahmedabad,India,Mid Level,Part Time,On-site,470000,590000,INR,2026-02-21,Consulting,1000+,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,2,MBA,"Seeking a Data Analyst to support Consulting projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Deep Learning, Azure. On-site role with mid level experience requirements.",530000,8
JOB11999,Data Analyst,NVIDIA,Hyderabad,India,Mid Level,Full Time,On-site,480000,700000,INR,2025-06-22,Technology,501-1000,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,4,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include Python, SQL, Excel, TensorFlow. On-site role with mid level experience requirements.",590000,4
JOB11990,Bi Analyst,Genpact,Noida,India,Mid Level,Full Time,On-site,510000,700000,INR,2025-12-14,Consulting,201-500,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,2,Diploma,"Seeking a BI Analyst to support Consulting projects. Key skills include SQL, Power BI, Excel, Tableau, Statistics, Generative AI. On-site role with mid level experience requirements.",605000,6
JOB10979,Ai Engineer,Adobe,Pune,India,Senior,Full Time,Hybrid,1490000,1860000,GBP,2026-06-20,Technology,201-500,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,8,Bachelor's,"Seeking a AI Engineer to support Technology projects. Key skills include Python, SQL, Machine Learning, Statistics, Generative AI. Hybrid role with senior experience requirements.",1675000,5
JOB10254,Data Scientist,Siemens,Bangalore,India,Mid Level,Full Time,Hybrid,800000,1000000,USD,2025-03-24,Manufacturing,51-200,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,4,Bachelor's,"Seeking a Data Scientist to support Manufacturing projects. Key skills include Python, SQL, Excel, AWS, Statistics. Hybrid role with mid level experience requirements.",900000,5
JOB10219,Data Engineer,Amazon,Bangalore,India,Entry Level,Full Time,Remote,730000,1080000,EUR,2026-02-22,Manufacturing,501-1000,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,0,PhD,"Seeking a Data Engineer to support Manufacturing projects. Key skills include Python, SQL, Power BI, Excel, Statistics. Remote role with entry level experience requirements.",905000,5
JOB11770,Machine Learning Engineer,Capgemini,Delhi,India,Mid Level,Full Time,Hybrid,1100000,1480000,INR,2026-03-11,Technology,501-1000,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,3,Unknown,"Seeking a Machine Learning Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Tableau, Machine Learning, Deep Learning, TensorFlow. Hybrid role with mid level experience requirements.",1290000,8
JOB11082,Data Analyst,Oracle,Remote,India,Mid Level,Contract,On-site,580000,760000,INR,2025-10-27,IT Services,1000+,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,3,PhD,"Seeking a Data Analyst to support IT Services projects. Key skills include Python, SQL, Power BI, Machine Learning, PyTorch, AWS, Statistics. On-site role with mid level experience requirements.",670000,8
JOB10758,Ai Engineer,Cognizant,Pune,India,Senior,Full Time,On-site,1590000,1950000,INR,2025-02-08,Technology,1000+,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,5,Master's,"Seeking a AI Engineer to support Technology projects. Key skills include Python, SQL, Excel, Deep Learning, AWS, NLP, Generative AI. On-site role with senior experience requirements.",1770000,7
JOB10154,Ai Engineer,Wipro,Delhi,India,Mid Level,Full Time,On-site,1250000,1610000,INR,2026-05-04,Consulting,501-1000,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,3,Bachelor's,"Seeking a AI Engineer to support Consulting projects. Key skills include Python, Machine Learning, Azure, GCP. On-site role with mid level experience requirements.",1430000,4
JOB11409,Data Engineer,Bosch,Hyderabad,India,Entry Level,Full Time,Hybrid,540000,840000,INR,2026-06-03,Finance,1000+,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,2,Bachelor's,"Seeking a Data Engineer to support Finance projects. Key skills include SQL, Excel, Tableau, TensorFlow, Statistics, Generative AI. Hybrid role with entry level experience requirements.",690000,6
JOB12000,Data Scientist,JPMorgan Chase,Bangalore,Singapore,Mid Level,Full Time,On-site,950000,1270000,INR,2025-05-10,Healthcare,1000+,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2,Diploma,"Seeking a Data Scientist to support Healthcare projects. Key skills include Python, SQL, Power BI, Machine Learning, PyTorch, GCP, Statistics. On-site role with mid level experience requirements.",1110000,9
JOB10391,Nlp Engineer,Microsoft,Bangalore,UK,Senior,Full Time,Hybrid,1400000,1630000,INR,2025-02-28,Healthcare,501-1000,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,10,Diploma,"Seeking a NLP Engineer to support Healthcare projects. Key skills include Python, Excel, Machine Learning, Deep Learning, TensorFlow, AWS, NLP. Hybrid role with senior experience requirements.",1515000,7
JOB11224,Ai/Ml Intern,SAP,Delhi,India,Lead,Full Time,Remote,380000,520000,SGD,2025-09-30,IT Services,201-500,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,15,MBA,"Seeking a AI/ML Intern to support IT Services projects. Key skills include Python, Excel, TensorFlow, AWS, NLP, Generative AI. Remote role with lead experience requirements.",450000,6
JOB11860,Bi Analyst,Accenture,Mumbai,India,Senior,Full Time,On-site,790000,900000,INR,2026-03-16,Education,51-200,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,10,Master's,"Seeking a BI Analyst to support Education projects. Key skills include SQL, Power BI, NLP. On-site role with senior experience requirements.",845000,3
JOB10161,Machine Learning Engineer,Cisco,Chennai,India,Entry Level,Full Time,Remote,830000,1230000,INR,2025-10-03,IT Services,501-1000,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,0,Master's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, Excel, Machine Learning, TensorFlow. Remote role with entry level experience requirements.",1030000,4
JOB10606,Machine Learning Engineer,Wipro,Kolkata,India,Mid Level,Full Time,Hybrid,810000,1050000,INR,2025-10-08,IT Services,1-50,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,3,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, SQL, Tableau, Deep Learning, TensorFlow, Statistics, Generative AI. Hybrid role with mid level experience requirements.",930000,7
JOB11231,Business Analyst,Cognizant,Hyderabad,India,Entry Level,Full Time,On-site,520000,650000,INR,2026-07-23,Technology,501-1000,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,0,Master's,"Seeking a Business Analyst to support Technology projects. Key skills include Python, SQL, Excel, Tableau, AWS, Statistics. On-site role with entry level experience requirements.",585000,6
JOB11994,Data Analyst,Amazon,Mumbai,India,Entry Level,Contract,Remote,380000,540000,INR,2025-11-09,IT Services,51-200,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,0,MBA,"Seeking a Data Analyst to support IT Services projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Statistics. Remote role with entry level experience requirements.",460000,6
JOB11489,Machine Learning Engineer,Walmart Global Tech,Mumbai,India,Entry Level,Full Time,On-site,920000,1190000,INR,2025-01-31,Healthcare,1-50,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,1,Bachelor's,"Seeking a Machine Learning Engineer to support Healthcare projects. Key skills include Python, Machine Learning, TensorFlow, AWS, NLP. On-site role with entry level experience requirements.",1055000,5
JOB10873,Data Engineer,Adobe,Ahmedabad,USA,Lead,Full Time,Hybrid,1220000,1390000,INR,2026-04-25,Finance,501-1000,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,10,Bachelor's,"Seeking a Data Engineer to support Finance projects. Key skills include SQL, Excel. Hybrid role with lead experience requirements.",1305000,2
JOB11031,Data Analyst,HCLTech,Chennai,India,Senior,Full Time,On-site,720000,830000,INR,2025-10-13,Technology,201-500,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,8,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include Python, SQL, Power BI, Excel, Tableau, PyTorch, Azure. On-site role with senior experience requirements.",775000,10
JOB11454,Ai Engineer,NVIDIA,Bangalore,India,Senior,Full Time,Remote,1230000,1560000,CAD,2025-09-01,Manufacturing,1000+,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,7,Bachelor's,"Seeking a AI Engineer to support Manufacturing projects. Key skills include Python, SQL, Excel, Machine Learning, TensorFlow. Remote role with senior experience requirements.",1395000,5
JOB10523,Nlp Engineer,Cisco,Bangalore,India,Senior,Full Time,Hybrid,1340000,1690000,INR,2026-02-24,Manufacturing,51-200,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,7,PhD,"Seeking a NLP Engineer to support Manufacturing projects. Key skills include Python, SQL, Power BI, PyTorch, AWS, Statistics, Generative AI. Hybrid role with senior experience requirements.",1515000,7
JOB10571,Ai Engineer,Google,Mumbai,India,Entry Level,Full Time,Remote,910000,1210000,USD,2025-01-20,IT Services,201-500,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,1,Diploma,"Seeking a AI Engineer to support IT Services projects. Key skills include Python, Power BI, Excel, Machine Learning, AWS, NLP. Remote role with entry level experience requirements.",1060000,6
JOB10092,Bi Analyst,NVIDIA,Hyderabad,India,Senior,Full Time,On-site,730000,970000,INR,2025-06-13,IT Services,1-50,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,9,Bachelor's,"Seeking a BI Analyst to support IT Services projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Statistics, Generative AI. On-site role with senior experience requirements.",850000,7
JOB11594,Data Analyst,Infosys,Gurgaon,India,Mid Level,Internship,Hybrid,550000,650000,INR,2025-09-16,Technology,501-1000,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,4,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include SQL, Power BI, Excel, TensorFlow, Statistics. Hybrid role with mid level experience requirements.",600000,5
JOB11486,Machine Learning Engineer,Persistent Systems,Chennai,India,Mid Level,Full Time,Remote,1020000,1400000,EUR,2026-05-03,Healthcare,1000+,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,Bachelor's,"Seeking a Machine Learning Engineer to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Deep Learning, AWS. Remote role with mid level experience requirements.",1210000,9
JOB11611,Business Analyst,Microsoft,Noida,India,Entry Level,Full Time,Hybrid,420000,540000,USD,2025-02-18,Healthcare,1000+,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,0,Master's,"Seeking a Business Analyst to support Healthcare projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, Statistics, Generative AI. Hybrid role with entry level experience requirements.",480000,7
JOB11834,Bi Analyst,Cisco,Bangalore,India,Entry Level,Full Time,Hybrid,410000,630000,INR,2026-07-15,Manufacturing,1000+,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,1,Bachelor's,"Seeking a BI Analyst to support Manufacturing projects. Key skills include Python, SQL, Excel, Machine Learning, NLP. Hybrid role with entry level experience requirements.",520000,5
JOB10384,Business Analyst,Walmart Global Tech,Hyderabad,India,Senior,Full Time,Hybrid,830000,940000,INR,2026-02-10,Education,51-200,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,6,Master's,"Seeking a Business Analyst to support Education projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Deep Learning, AWS. Hybrid role with senior experience requirements.",885000,10
JOB10960,Bi Analyst,Cognizant,Delhi,Germany,Mid Level,Full Time,Remote,560000,800000,INR,2025-12-08,E-commerce,1-50,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,5,Master's,"Seeking a BI Analyst to support E-commerce projects. Key skills include Python, Power BI, Excel, PyTorch, AWS. Remote role with mid level experience requirements.",680000,5
JOB11342,Machine Learning Engineer,Microsoft,Bangalore,India,Entry Level,Full Time,On-site,880000,1260000,INR,2025-12-23,E-commerce,1-50,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,1,Bachelor's,"Seeking a Machine Learning Engineer to support E-commerce projects. Key skills include Python, Power BI, Machine Learning, Deep Learning, PyTorch, Azure, GCP. On-site role with entry level experience requirements.",1070000,8
JOB11330,Ai Engineer,Amazon,Chennai,India,Senior,Full Time,Hybrid,1550000,2010000,INR,2026-03-01,IT Services,1000+,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,5,Bachelor's,"Seeking a AI Engineer to support IT Services projects. Key skills include Python, SQL, Machine Learning, TensorFlow, AWS, Statistics. Hybrid role with senior experience requirements.",1780000,6
JOB11195,Data Analyst,Deloitte,Bangalore,India,Mid Level,Full Time,On-site,590000,800000,INR,2025-07-22,IT Services,501-1000,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,4,Bachelor's,"Seeking a Data Analyst to support IT Services projects. Key skills include Python, SQL, Power BI, Excel, AWS, Statistics, NLP. On-site role with mid level experience requirements.",695000,7
JOB11143,Data Engineer,Infosys,Pune,India,Entry Level,Internship,On-site,690000,930000,INR,2025-01-05,Healthcare,501-1000,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,1,MBA,"Seeking a Data Engineer to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Azure, Statistics. On-site role with entry level experience requirements.",810000,7
JOB11115,Data Engineer,Walmart Global Tech,Remote,India,Lead,Full Time,Hybrid,1340000,1640000,EUR,2025-10-03,Consulting,1-50,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,10,Bachelor's,"Seeking a Data Engineer to support Consulting projects. Key skills include Python, SQL, Excel, Statistics. Hybrid role with lead experience requirements.",1490000,4
JOB11759,Data Analyst,Cisco,Pune,India,Mid Level,Full Time,On-site,460000,650000,INR,2025-06-30,Healthcare,501-1000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,5,PhD,"Seeking a Data Analyst to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Statistics, NLP. On-site role with mid level experience requirements.",555000,8
JOB10854,Business Analyst,Infosys,Gurgaon,USA,Entry Level,Contract,Remote,390000,560000,INR,2026-06-27,E-commerce,501-1000,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,1,Bachelor's,"Seeking a Business Analyst to support E-commerce projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Machine Learning, AWS. Remote role with entry level experience requirements.",475000,7
JOB11199,Bi Analyst,Cisco,Kolkata,India,Entry Level,Full Time,Hybrid,540000,710000,INR,2025-05-17,Manufacturing,201-500,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,0,Bachelor's,"Seeking a BI Analyst to support Manufacturing projects. Key skills include Python, SQL, Tableau, Machine Learning, Statistics, Generative AI. Hybrid role with entry level experience requirements.",625000,6
JOB10539,Machine Learning Engineer,Persistent Systems,Gurgaon,India,Entry Level,Full Time,Remote,800000,1110000,INR,2025-08-11,Consulting,51-200,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,2,MBA,"Seeking a Machine Learning Engineer to support Consulting projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, PyTorch, AWS. Remote role with entry level experience requirements.",955000,9
JOB11308,Ml Engineer,NVIDIA,Gurgaon,India,Entry Level,Contract,On-site,720000,1040000,INR,2025-10-08,Technology,501-1000,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,0,Bachelor's,"Seeking a ML Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Deep Learning, TensorFlow, GCP. On-site role with entry level experience requirements.",880000,6
JOB10232,Ai Engineer,Cognizant,Bangalore,India,Entry Level,Internship,On-site,950000,1300000,INR,2025-12-11,Technology,1000+,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,0,Bachelor's,"Seeking a AI Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Machine Learning, Statistics, Generative AI. On-site role with entry level experience requirements.",1125000,6
JOB10665,Data Analyst,Cisco,Pune,India,Mid Level,Full Time,Hybrid,530000,640000,INR,2026-02-23,E-commerce,201-500,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2,Master's,"Seeking a Data Analyst to support E-commerce projects. Key skills include Python, SQL, Power BI, Excel, Statistics. Hybrid role with mid level experience requirements.",585000,5
JOB10832,Machine Learning Engineer,Infosys,Bangalore,Germany,Entry Level,Full Time,Hybrid,680000,1120000,INR,2026-05-02,IT Services,1-50,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,2,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning, AWS, GCP. Hybrid role with entry level experience requirements.",900000,8
JOB10881,Data Scientist,Deloitte,Chennai,India,Entry Level,Full Time,On-site,630000,860000,INR,2025-05-15,IT Services,501-1000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,1,Bachelor's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, SQL, Excel, Statistics, Generative AI. On-site role with entry level experience requirements.",745000,5
JOB11624,Ai/Ml Intern,Persistent Systems,Bangalore,Canada,Entry Level,Full Time,On-site,220000,360000,INR,2026-05-28,Technology,1000+,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,0,Master's,"Seeking a AI/ML Intern to support Technology projects. Key skills include Python, Power BI, Deep Learning, Statistics, NLP, Generative AI. On-site role with entry level experience requirements.",290000,6
JOB11067,Data Scientist,Walmart Global Tech,Pune,India,Mid Level,Full Time,Hybrid,750000,950000,INR,2025-09-29,IT Services,501-1000,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,3,Bachelor's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, Power BI, Excel, TensorFlow, Statistics, NLP. Hybrid role with mid level experience requirements.",850000,6
JOB10144,Data Scientist,Capgemini,Delhi,India,Mid Level,Full Time,On-site,740000,940000,INR,2025-01-22,Finance,1000+,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,5,PhD,"Seeking a Data Scientist to support Finance projects. Key skills include Python, Machine Learning, Azure. On-site role with mid level experience requirements.",840000,3
JOB11991,Bi Analyst,Genpact,Delhi,India,Mid Level,Full Time,Hybrid,670000,830000,EUR,2025-05-21,Healthcare,1000+,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,5,Bachelor's,"Seeking a BI Analyst to support Healthcare projects. Key skills include Python, SQL, AWS, Statistics, Generative AI. Hybrid role with mid level experience requirements.",750000,5
JOB11618,Data Engineer,Google,Gurgaon,India,Entry Level,Full Time,Hybrid,650000,940000,INR,2025-10-07,Telecommunications,51-200,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,0,Bachelor's,"Seeking a Data Engineer to support Telecommunications projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Machine Learning, Azure. Hybrid role with entry level experience requirements.",795000,8
JOB10181,Data Scientist,Microsoft,Gurgaon,India,Entry Level,Full Time,On-site,670000,940000,INR,2025-02-05,Manufacturing,1000+,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,0,Bachelor's,"Seeking a Data Scientist to support Manufacturing projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, AWS, Azure. On-site role with entry level experience requirements.",805000,8
JOB11432,Ai Engineer,Infosys,Delhi,India,Entry Level,Part Time,Hybrid,850000,1230000,EUR,2026-07-16,Healthcare,501-1000,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,1,Master's,"Seeking a AI Engineer to support Healthcare projects. Key skills include Python, Tableau, Machine Learning, TensorFlow, AWS, Generative AI. Hybrid role with entry level experience requirements.",1040000,6
JOB11505,Machine Learning Engineer,Microsoft,Bangalore,USA,Lead,Full Time,On-site,1480000,1890000,INR,2025-04-30,IT Services,1000+,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,12,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, GCP. On-site role with lead experience requirements.",1685000,6
JOB11776,Data Scientist,HCLTech,Mumbai,India,Mid Level,Full Time,Hybrid,980000,1170000,USD,2025-08-13,IT Services,1000+,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,Bachelor's,"Seeking a Data Scientist to support IT Services projects. Key skills include Machine Learning, Deep Learning, GCP, Generative AI. Hybrid role with mid level experience requirements.",1075000,4
